ID,Area,Feature,User story,Expected behaviour (from code),Code reference,How tested,Baseline result,Errors found,Fix applied,Post-fix result,Status
ERR-23,Error log,UX (latent),Affects: ANA-07,No warning mark when there is nothing to warn about.,sections/analysis/Conflicts.tsx,code reading,FAIL (found in code review),An empty definition-conflict register still drew a WARNING triangle and a warning tag.,Mark and tone only when conflicts exist. Test: analysis 'an empty conflict register raises no warning'.,PASS: named test green (2026-09-11),Fixed
ERR-24,Error log,Logic,Affects: DLV-05,The receipt names the signer whose opinion the freeze bound.,server/deliverable/filing.py file_deliverable,confidence review probe,FAIL (found in confidence review),"file_deliverable named the latest signer on the revision, so an opinion signed on other bytes after the freeze was paired on the receipt with the frozen digest it never signed.",file_deliverable reads every signature once (_signatures) and names the latest signer whose digest is the frozen payload; the same rows give the independence set. Test: test_the_receipt_names_the_signer_of_the_frozen_bytes.,PASS: named test green (2026-09-11),Fixed
ERR-25,Error log,Logic,Affects: DLV-04 DLV-05,"Nobody takes two roles on one revision: freeze refuses anyone who signed it and a frozen revision takes no further signature, so a receipt names three people and its package verifies.","server/deliverable/filing.py sign_opinion, freeze",adversarial review probe,FAIL (found in adversarial review),"A signer could freeze their own opinion, the freezer could co-sign the bytes before or after freezing, and any opinion could be signed after the freeze. Filing then accepted an independent filer and returned a receipt naming the freezer as signer, which verify_package refuses (fewer than three people): a filed deliverable that can never verify.","freeze refuses anyone who signed the revision (APPROVER_NOT_INDEPENDENT); sign_opinion refuses a frozen revision (DELIVERABLE_ALREADY_FROZEN). Tests: test_freezing_refuses_a_signer_of_the_revision, test_the_receipt_names_the_signer_of_the_frozen_bytes (now also verifies the package).",PASS: named test green (2026-09-11),Fixed
ERR-26,Error log,Logic (concurrency),Affects: DLV-04 DLV-05,"Every check that reads the chain runs under the case's chain lock, inside the governed write.","server/deliverable/filing.py freeze, file_deliverable",adversarial review probe (forced interleaving),FAIL (found in adversarial review),"freeze and file_deliverable read the signatures before governed_write took the case's lock, so a signature committed in between (the filer's own) passed the independence check, and the chain recorded OPINION_SIGNED then DELIVERABLE_FILED by one person.","The signature reads and independence checks moved inside the write, under the lock sign_opinion also takes. Test: test_no_signature_lands_between_the_independence_check_and_the_filing.",PASS: named test green (2026-09-11),Fixed
ERR-27,Error log,Logic / HTTP,Affects: API-07 API-08,"A configured store that does not answer is refused STORE_UNAVAILABLE with 503, its code alone.","server/api/app.py store_connection, _STATUS",adversarial review probe,FAIL (found in adversarial review),"With Postgres unreachable, connect() raised psycopg.OperationalError: every caller got a bare 500 and the server log carried psycopg's message (host, port, role). A malformed stored blob address still answered 400.","store_connection refuses STORE_UNAVAILABLE (503), raised outside the except so nothing is chained behind it; BLOB_ADDRESS_INVALID is a 503 store fault. Test: test_a_store_that_does_not_answer_is_a_server_fault.",PASS: named test green (2026-09-11),Fixed
ERR-28,Error log,Contract,Affects: API-06,Only a malformed run_id is answered as a missing run; any other malformed parameter keeps FastAPI's default until its route says otherwise.,server/api/app.py _malformed_run_id,adversarial review (reading); test over a throwaway route,FAIL (found in adversarial review),"The validation handler answered every malformed path parameter as RUN_NOT_FOUND, so the first route taking another id would have said a run was missing.","The handler answers only when every error is on ('path', 'run_id'). Test: test_only_a_run_id_that_cannot_be_read_is_answered_as_a_missing_run.",PASS: named test green (2026-09-11),Fixed
ERR-29,Error log,UX copy,Affects: CH-05 ST-03,"The fallback brief closes the clause with one mark, keeping a clause's own '?' or '!'.",frontend/src/chrome/fallback.ts sentenceOf,adversarial review (node probe),FAIL (found in adversarial review),"The fallback brief read 'Clears when x. .' for a clause ending in a space, and 'Clears when why?.' for a question.","sentenceOf trims the clause and adds a full stop only when it has no closing mark. Test: helpers 'the fallback brief ends its clause once, however the refusal punctuates it' (four cases).",PASS: named test green (2026-09-11),Fixed
ERR-30,Error log,UX copy,Affects: DIR-05 DIR-09,A file of megabytes reads in megabytes.,frontend/src/sections/directory/DirectorySection.tsx sizeOf,adversarial review (node probe),FAIL (found in adversarial review),sizeOf had no megabyte step: a 5 MB report read '5120 KB'.,"sizeOf reads bytes, then kilobytes, then megabytes to one decimal. Test: directory 'a file of megabytes reads in megabytes, not thousands of kilobytes'.",PASS: named test green (2026-09-11),Fixed
ERR-31,Error log,UX,Affects: BOOK-11,"An action naming a tab the section does not have is refused for that reason (VIEW_UNPLACED, naming the tab).",frontend/src/chrome/Ribbon.tsx; frontend/src/wire/shared.ts RibbonAction.tab,adversarial review (reading),FAIL (found in adversarial review),"A ribbon action whose view matched no tab fell back to ACTION_UNPLACED, blaming a missing API route for a tab the section does not have; the wire field `view` also shared its word with the section's view components.","The field is `tab`, matching chrome.tabs and the view's `tab` prop; an unknown tab is refused VIEW_UNPLACED, 'this section has a <tab> tab'. Test: chrome 'an action naming a tab the section does not have is refused for that, never a live no-op'.",PASS: named test green (2026-09-11),Fixed
ERR-32,Error log,Contract / HTTP,Affects: API-04 API-08,A request with no identity is answered 401 NOT_AUTHENTICATED before any dependency that costs a store connection is resolved.,"server/api/app.py actor_from_request, read_run, read_run_events",store left unconfigured and pointed at a dead socket; the store dependency counted over both routes,FAIL (found reading the route surface),"Both run routes declared conn: Store and blobs: Blobs and derived the actor in the route body. FastAPI resolves a route's dependencies before the body runs, so every anonymous request opened an unpooled Postgres connection before identity was known -- a cheap way to exhaust the database -- and an anonymous caller meeting an unconfigured or unreachable store got 503 STORE_NOT_CONFIGURED or STORE_UNAVAILABLE, telling them to come back later when no amount of later would help.","Identity is a declared dependency, actor_from_request, declared ahead of Store and Blobs on both routes; FastAPI builds a route's dependency list in parameter order and solves it sequentially. Tests: test_an_anonymous_request_is_401_whatever_the_store_is_doing, test_an_anonymous_request_opens_no_store_connection, test_the_malformed_id_handler_derives_identity_of_its_own (the handler's own identity lines, which the dependency now reaches first).",PASS: named tests green (2026-09-12),Fixed
ERR-33,Error log,Logic,Affects: DLV-03 DLV-04 DLV-05 BND-01,"A revision id reaching pinned state, a publication row or a governed audit payload carries BoundaryText: NFC-normalised before the length bound, and refused for a lone surrogate, a Cc control other than CR/LF/TAB, or a bidirectional override or isolate.","server/deliverable/filing.py sign_opinion, freeze, file_deliverable, Opinion, Receipt, _signatures, _frozen",named tests in tests/test_deliverable.py against a real Postgres,FAIL (found reading CLAUDE.md's boundary-text rule against the filing chain),"All three functions took revision_id as a bare str and wrote it into deliverable_opinions, deliverable_publications and three governed audit payloads. The composed and decomposed spellings of one accented label render identically and differ in byte string, so they were two revisions: the decomposed spelling found no signature at all (DELIVERABLE_NOT_SIGNED), and signed under it the case would hold a publication row each for one label -- 'a revision is frozen once' holding per byte string rather than per label somebody approved. A label carrying U+202E reached the store unrefused, so the revision a reviewer reads on screen and the revision the store holds could differ.","revision_id is BoundaryText on all three functions, on Opinion and Receipt, and on _signatures and _frozen; .value is what reaches SQL, the three audit payloads and receipt_bytes. No refusal was added: DELIVERABLE_ALREADY_FROZEN already came off the conditional insert, and BOUNDARY_TEXT_INVALID is the type's own. Tests: test_a_revision_is_one_revision_however_its_label_is_normalised, test_a_revision_label_carrying_a_bidi_control_is_refused.",PASS: named tests green (2026-09-12),Fixed
